Glutamicibacter mishrai	12	4.70166302113302e-04	5.75752429508375e-04
Clostridium sp. AM18-55	1	1.38356026027536e-03	0.00000000000000e+00
[Erwinia] mediterraneensis	4	3.47525697387234e-04	2.43392598328838e-04
Porphyromonas sp. HMSC065F10	8	1.75236527695744e-04	1.08959768672911e-04
Mycolicibacterium gilvum	9	8.22860439739169e-04	1.82351311836990e-03
Glutamicibacter creatinolyticus	10	2.40504712592182e-04	3.29275963149858e-04
Chlamydia psittaci	1	1.34179000959514e-04	0.00000000000000e+00
secondary endosymbiont of Heteropsylla cubana	3	1.22122172308174e-04	4.57653640995134e-05
Acrocarpospora pleiomorpha	2	2.13415071170129e-04	8.75128400441005e-05
Nocardiopsis exhalans	4	1.55637942353393e-04	7.02531532463560e-05
Actinomyces provencensis	3	8.83233505961641e-05	3.83044187037090e-05
Planococcus massiliensis	1	4.54604449804736e-05	0.00000000000000e+00
Rhodopseudomonas sp. B29	25	4.97324218397978e-04	5.20142102875465e-04
Granulicella mallensis	1	1.17447094781685e-04	0.00000000000000e+00
Alkaliphilus transvaalensis	1	3.51044179155678e-05	0.00000000000000e+00
Arthrobacter sp. TB 26	1	7.80537454675166e-05	0.00000000000000e+00
Pseudoalteromonas sp. T1lg48	1	6.24263797899839e-05	0.00000000000000e+00
Cryptosporangium aurantiacum	3	1.97239824962872e-04	1.22790621002470e-04
Diaphorobacter sp. JS3050	15	1.70198496983362e-04	8.67060322195356e-05
Arthrobacter koreensis	6	3.65384760828362e-03	6.66159827141768e-03
Parabacteroides goldsteinii	1	4.15068078082607e-03	0.00000000000000e+00
Mangrovimonas sp. CR14	1	4.07365659971069e-04	0.00000000000000e+00
Rhodococcus sp. 14-2483-1-2	5	3.12036739532542e-04	3.06071919247652e-04
Pseudomonas lundensis	39	8.38096702069312e-04	2.01279627259377e-03
Weissella thailandensis	3	1.06363314730503e-04	7.27664685461815e-05
Halomonas sp. JS92-SW72	4	1.70109281619906e-04	1.67619962629087e-04
Klenkia terrae	35	6.95577668955437e-04	1.07558929300617e-03
Frigoribacterium sp. MCBA15_019	20	6.33286704223780e-04	9.82022477228417e-04
Brevibacterium epidermidis	12	1.08209035175715e-03	2.73519218576551e-03
Neisseria macacae	38	5.76941325829104e-03	1.76561536671816e-02
Mangrovicoccus sp. HB161399	4	1.68542047009969e-04	1.56006536382501e-04
Gammapapillomavirus 1	1	1.81678817648789e-04	0.00000000000000e+00
Duganella fentianensis	10	1.00706294010918e-04	4.25501885090154e-05
Staphylococcus simiae	8	2.70764600469846e-03	6.86540235475056e-03
Variovorax sp. SG517	10	2.80245263727033e-04	3.34713422704944e-04
Thiothrix eikelboomii	7	1.49712399920200e-03	3.23227854275881e-03
Alteromonas oceani	1	1.06878634073956e-04	0.00000000000000e+00
Limnohabitans sp. 103DPR2	33	3.39359966789190e-04	4.85943453044532e-04
Anatilimnocola aggregata	1	8.14731319942138e-04	0.00000000000000e+00
Prevotella marshii	5	1.00500072821475e-04	2.97604663277115e-05
Lactococcus cremoris	63	4.42725521851043e-03	2.19584564780733e-02
Fonsecaea nubica	2	2.47813021389314e-03	4.39626964518960e-04
Mycolicibacterium tokaiense	3	1.22267601283179e-04	3.71270743287002e-05
Trichormus variabilis	19	1.96923979749279e-03	2.65000491039332e-03
Alteromonas macleodii	15	1.14568161530444e-03	1.70702622486034e-03
Lysobacter panacisoli	3	8.74742199841195e-05	2.00216400478215e-05
Mycobacterium sp. 'sulfur cave'	2	2.02363548846608e-04	3.04215290712129e-05
Nocardioides aquaticus	44	1.62285807442222e-03	3.66796455281930e-03
Desulfovibrio intestinalis	1	4.02537002878542e-04	0.00000000000000e+00
Rummeliibacillus sp. G93	1	1.30501366675563e-04	0.00000000000000e+00
Paraburkholderia panacisoli	85	8.85468608169475e-04	1.12831959437070e-03
Pseudomonas sp. MRSN 12121	4	2.15781775508991e-04	1.31521332503425e-04
Nocardia tenerifensis	6	3.60080712407124e-04	5.34086823178865e-04
Ruminococcus sp. 1001713B170207_170306_F5	5	1.98454460659415e-03	3.18736225394064e-03
Ogataea philodendri	2	1.87819615201133e-03	1.76315945185288e-03
Raoultella planticola	67	4.90193834751953e-04	6.52738433745013e-04
Pahexavirus PHL070N00	6	3.06043071657465e-04	4.59320031810823e-04
Halorhodospira halophila	5	1.45728582546596e-03	2.58459170625681e-03
Acinetobacter sp. ANC 3880	3	2.16672721260511e-04	1.29601189732599e-04
Bradyrhizobium sp. WSM2793	5	6.29596797675424e-05	1.58264786161131e-05
Enterobacter sp. BIDMC 29	3	1.70769088043786e-04	7.45625079424322e-05
Pseudomonas plecoglossicida	14	1.46904566226089e-04	8.12870469733777e-05
Candidatus Anadelfobacter sociabilis	3	1.12739065232391e-04	2.06275113981175e-05
Bacillus toyonensis	14	2.00228574304627e-04	1.46442520168796e-04
Geodermatophilus sabuli	4	1.21599489075657e-04	5.19616802085274e-05
Qipengyuania gelatinilytica	1	5.69648014491845e-05	0.00000000000000e+00
Lachnoanaerobaculum sp. Marseille-Q4761	5	3.78916206788881e-04	2.33127627449247e-04
Kordiimonas lacus	1	6.87631543914351e-05	0.00000000000000e+00
Edwardsiella piscicida	2	2.17126759331921e-04	4.35000037266851e-05
Komagataeibacter medellinensis	3	5.76537815221227e-05	2.80007623438804e-05
Methylibium sp. Pch-M	11	1.47518444479907e-04	1.50329947838315e-04
Enterobacter sp. EC_50	1	1.30313381529303e-04	0.00000000000000e+00
Micromonospora sp. NBRC 107566	3	4.10212043404787e-04	2.05149694445873e-04
Corynebacterium sp. KPL1859	4	1.81272472238558e-04	9.84983167892181e-05
Gluconobacter sp. P5H9_a	8	3.04160580993798e-04	5.32968061005245e-04
Cohnella zeiphila	2	3.62572805070420e-04	1.95376041063469e-04
Peptacetobacter hiranonis	8	2.04399598131847e-04	2.72180196641809e-04
Faecalibacterium sp. Marseille-Q4896	3	4.07998198827010e-03	4.95651657068209e-03
Acidocella sp. MX-AZ02	2	9.88929728639207e-05	7.00066595429193e-05
Chryseobacterium sp. PET-29	4	8.56293138054074e-05	3.41260666362578e-05
Methanocorpusculum bavaricum	1	3.57446584612182e-05	0.00000000000000e+00
Pseudomonas sp. Root562	1	8.73692235619419e-05	0.00000000000000e+00
Microbacterium sp. GbtcB4	17	7.48323041703224e-04	7.69617468615321e-04
Sphingobium baderi	12	1.83005615669144e-04	2.44817367918585e-04
Pseudomonas neuropathica	2	1.20100976111401e-04	2.61456837976953e-05
Halorussus sp. YCN54	1	8.09983008176455e-05	0.00000000000000e+00
Brevibacillus composti	1	1.30501366675563e-04	0.00000000000000e+00
Paenibacillus hemerocallicola	2	1.18285015020415e-04	7.11426841206630e-05
Staphylococcus rostri	1	1.34179000959514e-04	0.00000000000000e+00
Paraburkholderia atlantica	99	2.19157675038684e-03	1.53547812389197e-03
Desulfitobacterium sp. PCE1	2	7.53868493635885e-05	2.99264043831149e-05
Erythrobacter mangrovi	1	1.03323162201246e-04	0.00000000000000e+00
Sphingobacterium siyangense	10	2.54125517829272e-04	2.77712451053082e-04
Tabrizicola algicola	13	1.57857664486333e-04	1.18308539675690e-04
Phaeovulum vinaykumarii	1	2.28477061017312e-04	0.00000000000000e+00
Undibacterium flavidum	2	1.05777060595390e-04	2.84019403641245e-05
Cellulomonas sp. PSBB021	2	1.37977265403288e-04	1.78741689052543e-05
Anaerococcus degeneri	2	5.58224327427860e-05	1.03619877623124e-05
Facklamia languida	8	4.06329164096399e-04	3.39069907274302e-04
Corynebacterium sp. HMSC056E09	2	6.19320586049070e-04	3.86535508131248e-04
Vagococcus lutrae	1	3.51044179155678e-05	0.00000000000000e+00
Rothia sp. HMSC066G07	6	9.04017658703152e-05	5.10780284878819e-05
Roseburia intestinalis	7	2.33748226002074e-02	3.98759681199241e-02
Campylobacter sp. CH182	3	7.92291058552204e-05	3.59465800381551e-05
Agrobacterium rhizogenes	6	1.17950075646561e-04	4.47941326231109e-05
Sphingomonas sp. PAMC 26605	9	2.13005441063191e-04	3.62335082913904e-04
Qaidamihabitans albus	3	6.15873664955805e-04	7.20473787172709e-04
Aeromicrobium sp. Root344	3	8.44103298163820e-05	1.80452110854805e-05
Pseudomonas nitrititolerans	15	3.49121310499789e-04	5.51849910191775e-04
Luteimonas colneyensis	8	8.84615163912073e-04	1.27567191483815e-03
Propionibacterium phage PA1-14	5	5.25769273942568e-04	6.15328094332926e-04
Corynebacterium sp. BWA136	55	9.63721472235991e-04	2.79349269702042e-03
Thermanaerovibrio acidaminovorans	2	1.19747095076047e-04	1.07542715995157e-05
Sphaerisporangium melleum	4	2.61738890559549e-04	1.02766933868237e-04
Arthrobacter sp. Leaf234	25	1.30488405217726e-03	4.05720226189396e-03
Tetrasphaera sp. HKS02	2	1.94620476636650e-04	7.71733818549651e-05
Jatrophihabitans telluris	8	3.34420102276490e-04	2.63735891368454e-04
Kingella sp. CICC 24913	4	3.67232798841750e-04	3.38865132031075e-04
Ruminococcus sp. 1001136B_160425_D2	2	2.61650600418029e-03	1.53417477664578e-03
Azorhizobium caulinodans	6	7.24018195585461e-05	2.58543333556569e-05
Dorea sp. AM58-8	1	4.15068078082607e-03	0.00000000000000e+00
Acidiphilium sp. AL	8	4.19905111972688e-04	5.27140272414752e-04
Sporolactobacillus sp. THM7-7	2	4.02824314480207e-05	5.17801353245292e-06
Nonomuraea soli	1	1.67196764006951e-04	0.00000000000000e+00
Salinibacterium sp. UTAS2018	6	4.69150517610599e-04	3.17772265219795e-04
Frateuria sp. 5GH9-34	9	1.77055084047423e-04	1.08234385247097e-04
Amycolatopsis sp. AA4	1	1.46252777157422e-04	0.00000000000000e+00
Paroceanicella profunda	2	7.75542663655962e-05	4.99479101920358e-07
Stenotrophomonas sp. Ste86	12	1.31185218644730e-04	9.57476731399566e-05
Spiroplasma citri	2	5.78346404058046e-05	1.23741954253310e-05
Massilia sp. erpn	8	8.19541886213747e-05	5.44345630763419e-05
Zavarzinia compransoris	2	8.10363406265250e-04	7.33308619001574e-04
Azotobacter beijerinckii	31	2.13963920879063e-04	1.92847117619318e-04
Peptoniphilus sp. HMSC075B08	7	1.33967745785334e-03	2.91091771345343e-03
Burkholderia metallica	147	1.40795796806862e-01	8.32935864229656e-02
Peptoniphilus harei	33	5.68376645359353e-04	1.19720286521808e-03
Desulfoprunum benzoelyticum	3	2.97094328011733e-04	1.95544769123055e-04
Streptomyces turgidiscabies	87	4.67422434664617e-02	8.55497204198999e-02
Neptuniibacter caesariensis	3	1.41356273652134e-04	1.46845684281213e-04
Mesorhizobium sp. J8	18	1.54845185945515e-04	1.02231584382765e-04
Pinisolibacter aquiterrae	6	2.13989066542809e-04	2.49498712957569e-04
Human immunodeficiency virus 1	1	1.32480161095876e-02	0.00000000000000e+00
Paenibacillus sp. Cedars	1	9.02783733642687e-04	0.00000000000000e+00
Dietzia maris	35	6.43374030651987e-04	1.22452083663599e-03
Ruminococcus sp. OF05-2BH	1	1.38356026027536e-03	0.00000000000000e+00
Enhydrobacter aerosaccus	32	9.82310332075111e-04	2.34441963766361e-03
Metabacillus sediminilitoris	3	1.52121804005268e-04	1.58221253494673e-04
Shinella sp. PSBB067	11	3.56557003220136e-04	4.16235453669133e-04
Liquorilactobacillus oeni	2	1.00355101253349e-04	3.01462654222135e-05
Pseudomonas sp. HMSC75E02	1	1.04326198812351e-03	0.00000000000000e+00
Vibrio kanaloae	6	2.31802860264706e-04	1.73943817414333e-04
Escherichia sp. KTE31	16	8.17093883803490e-03	1.28862911386892e-02
Sphingobium sp. CFD-1	5	2.05325122861527e-04	1.78696647547298e-04
Herbiconiux moechotypicola	22	2.38956374935396e-03	1.02669913348111e-03
Nocardia neocaledoniensis	5	4.65003421047872e-04	3.06542622466252e-04
Frankia alni	2	4.02824314480207e-05	5.17801353245292e-06
Mycolicibacterium sp. BK607	22	6.85132295585202e-04	1.32148021129870e-03
Corallococcus sp. AB038B	18	2.30071714760435e-03	2.27724619292680e-03
Xanthomonas translucens	78	6.28391697780027e-04	4.14653982911212e-04
Rahnella sp. BIGb0236	1	1.30313381529303e-04	0.00000000000000e+00
Candidatus Frankia californiensis	4	1.47000704979858e-04	8.09020391246048e-05
Ferrimonas balearica	3	3.67341390825738e-04	2.66916010000518e-04
Ralstonia syzygii	12	1.02995993174144e-04	6.23826643811209e-05
Ceraceosorus guamensis	3	3.37475493665306e-03	3.60528605039358e-03
Sphingopyxis sp. GW247-27LB	8	7.63707865013452e-05	2.56107015041221e-05
Micavibrio aeruginosavorus	12	2.12815021758253e-04	3.11631262165570e-04
Pseudomonas sp. 57B-090624	22	1.19774026616659e-03	3.86584413491122e-03
Aquabacterium olei	18	2.72748985719863e-04	3.49514041778194e-04
Noviherbaspirillum denitrificans	23	4.44657892994833e-04	6.80816762626734e-04
Caldicellulosiruptor acetigenus	3	9.06904553734707e-04	4.05821677974272e-04
Psychrobacter sp. P11G5	9	1.83095124187854e-04	1.30208498902835e-04
Capnocytophaga sp. oral taxon 326	7	1.14570205370798e-04	3.63569692728885e-05
Ligilactobacillus equi	2	8.05648628960414e-05	1.03560270649058e-05
Promicromonospora sp. AC04	10	8.44403806855476e-04	1.01588803751260e-03
Acinetobacter sp. CIP 51.11	12	1.68741583394749e-04	9.65947695153950e-05
Streptococcus sp. 3167	6	4.87977351681396e-03	4.09937463283192e-03
Pseudobdellovibrio exovorus	1	1.04326198812351e-03	0.00000000000000e+00
Chitinibacter tainanensis	9	1.30134874690136e-04	5.94386014427443e-05
Agrobacterium sp. T29	4	2.35648033442706e-04	2.52530390953490e-04
Microbacterium excoecariae	19	1.97392817742523e-03	2.52914504876821e-03
Lawsonella clevelandensis	33	4.14033261900044e-04	6.06317001745854e-04
Streptococcus merionis	8	2.81118268711415e-03	2.33637512482828e-03
Aeromicrobium sp. zg.Y1379	6	5.76614947553493e-04	6.91166711631952e-04
Naumovozyma dairenensis	2	2.96715517807241e-04	6.66421174903375e-05
Candidatus Mikella endobia	1	1.73626755605236e-04	0.00000000000000e+00
Microbulbifer agarilyticus	1	1.43551503343119e-03	0.00000000000000e+00
Phytobacter massiliensis	6	1.14358471522215e-03	1.43673768666211e-03
Chachezhania sediminis	3	6.00452588565633e-05	2.67874710677450e-05
Hymenobacter sp. 5413J-13	2	1.08685710256076e-04	2.16276712732272e-05
Hymenobacter aerophilus	4	2.10553893838627e-04	1.58240989721509e-04
Serratia entomophila	8	2.61411987309787e-04	2.05111330816200e-04
Bradyrhizobium sp.	13	1.73980754420176e-04	1.49729261260008e-04
Anaerococcus senegalensis	11	2.70200595189712e-04	2.49116185065257e-04
Marinisubtilis pacificus	20	1.55636867274931e-03	2.30074069272903e-03
Rhodanobacter sp. MP1X3	14	9.31618185490013e-05	4.71825618474249e-05
Halomonas sp. BC2	6	4.63865208975979e-03	7.64215261685564e-03
Streptococcus sp. HMSC075A03	4	1.14874640010896e-02	8.39871475263850e-03
Mesorhizobium sp. 113-1-2	10	1.19123098509998e-04	6.34183435983166e-05
Micrococcus sp. KRD077	13	1.85448204122196e-03	5.49985746374745e-03
Klebsiella variicola	73	6.73892862284341e-03	3.64877821210709e-02
Thalassomonas viridans	3	1.63984258418477e-04	8.09895822849717e-05
Marinobacterium aestuarii	6	1.15830997199706e-04	7.95923178262205e-05
Mycobacterium shimoidei	2	3.30636004167567e-04	2.27312841966321e-04
Erwinia mallotivora	2	3.03940137134539e-04	4.33133740759328e-05
Pseudomonas sp. AO-1	24	1.51973184924158e-03	4.67237031859078e-03
Microbacterium halophytorum	16	6.16777590463876e-04	6.16689361507446e-04
Amycolatopsis sp. WQ 127309	3	9.50836239487181e-05	2.07258137339343e-05
Photobacterium phosphoreum	1	3.24809994273600e-04	0.00000000000000e+00
Streptococcus equinus	13	6.21804555875955e-03	9.85474842308587e-03
Roseomonas vastitatis	13	1.58106022906658e-04	1.00728504014471e-04
Streptomyces sp. HNA39	1	2.88863133210014e-05	0.00000000000000e+00
Serratia sp. CMO1	2	7.16536968760415e-04	1.95656701944707e-04
Tissierella sp. JN-28	5	1.54213316471310e-04	7.79319661957428e-05
Brenneria sp. hezel4-2-4	11	1.60493569033108e-04	1.51776244646211e-04
Enterobacter sp. E1	1	1.30313381529303e-04	0.00000000000000e+00
Anaerococcus lactolyticus	2	2.56463252562935e-04	7.47844349141464e-05
Mesorhizobium sp. M4A.F.Ca.ET.022.05.2.1	1	9.39552923137054e-05	0.00000000000000e+00
Halomonas salina	1	5.69648014491845e-05	0.00000000000000e+00
Stutzerimonas frequens	79	1.58814795839226e-03	5.13958915252227e-03
Olsenella sp. oral taxon 807	18	1.41526835865182e-03	4.72801557984060e-03
Winkia neuii	5	3.63925461990515e-04	3.17339675622326e-04
Mesobacillus campisalis	4	1.01592528006606e-03	1.52111708715138e-03
Pseudomonas amygdali	86	1.13058579977570e-03	7.73314782626144e-04
Glutamicibacter halophytocola	4	4.02414596271517e-04	2.93830536120294e-04
Azospirillum sp. Sh1	1	2.93205089336659e-04	0.00000000000000e+00
Pedococcus cremeus	10	4.13014369082396e-04	3.13571170694065e-04
Sulfurirhabdus autotrophica	6	1.31334886294647e-04	3.51967334046421e-05
Enterococcus sp. HMSC072D11	1	7.35687927066842e-04	0.00000000000000e+00
Tetrapisispora phaffii	2	4.45073276710861e-04	9.99631762355062e-05
Deinococcus indicus	2	1.62375533357691e-04	6.52409904914876e-06
Pseudomonas sp. 50_B	3	7.38730255270292e-05	3.52744855883419e-05
Nitrosospira lacus	15	1.97061261352784e-04	2.11475949793958e-04
Dysgonomonas hofstadii	1	1.03323162201246e-04	0.00000000000000e+00
Pseudomonas sp. SCPG-7	13	3.91634541862843e-04	5.08819479781854e-04
Anaeromyxobacter sp. Fw109-5	6	3.75886495498012e-04	5.59725275990951e-04
Nocardioides cavernae	13	2.18131330586785e-04	2.59311874480889e-04
Bacillus sp. CRB-7	12	1.24099841009873e-04	9.68023472250464e-05
Geosporobacter subterraneus	4	4.08272729228670e-04	3.13482549064304e-04
Galactobacillus timonensis	2	7.53868493635885e-05	2.99264043831149e-05
Modestobacter caceresii	5	5.13188580750227e-04	5.68341709108216e-04
Paenibacillus lutimineralis	2	9.99259230182392e-05	3.05754436573233e-05
Luteitalea sp. TBR-22	1	5.77871608717124e-05	0.00000000000000e+00
Shewanella sp. FJAT-51754	3	9.69290358315067e-04	1.14600650334244e-03
Serratia plymuthica	10	1.77296493664674e-04	1.48910921956878e-04
Rathayibacter sp. AY1C6	1	8.70580389828487e-05	0.00000000000000e+00
Roseomonas sp. OT10	7	1.58715958852599e-03	3.20334082488103e-03
Paenibacillus sophorae	1	9.82818948827959e-05	0.00000000000000e+00
Lacticaseibacillus camelliae	1	3.51044179155678e-05	0.00000000000000e+00
Saccharomonospora glauca	6	1.08549394640459e-03	1.17663956511881e-03
Paracoccus jeotgali	5	1.26669457028390e-04	4.17091372190009e-05
Ensifer psoraleae	9	1.40873060821355e-04	1.54031024855631e-04
Longimicrobium terrae	4	8.54889505084659e-05	2.31514538788472e-05
Lentilactobacillus rapi	3	3.22485396845849e-04	2.99029192882595e-04
Parolsenella catena	1	1.15036700158452e-04	0.00000000000000e+00
Pseudomonas tolaasii	17	3.96584977939383e-04	6.25979765995765e-04
Sphingobium sp. SYK-6	7	4.81129097871886e-04	4.86695295094704e-04
Selenomonas felix	2	4.77488429164835e-03	4.63661467779252e-03
Pseudomonas sp. 8AS	4	1.36587555714373e-04	9.49532943676308e-05
Actinotalea sp. M2MS4P-6	4	1.60151375384395e-04	1.24483638245615e-04
Paracoccus bogoriensis	6	3.87003095624107e-04	4.60940526588341e-04
Enterobacter cloacae complex sp. S4	1	1.30313381529303e-04	0.00000000000000e+00
Ornithinibacillus halophilus	1	3.51044179155678e-05	0.00000000000000e+00
Streptococcus sp. HMSC070B09	6	1.06369248315570e-02	1.19254905874730e-02
Polynucleobacter sp. es-EL-1	10	2.59204544591385e-04	3.07869260469024e-04
Georgenia sp. TF02-10	5	7.42854484573180e-04	9.22503848511411e-04
Shewanella chilikensis	41	2.50169513648045e-04	4.91573978882425e-04
Xanthomonas vesicatoria	2	1.33048042942139e-04	1.31986169669571e-05
Neisseria brasiliensis	6	4.82867107470085e-03	4.91015782339414e-03
Microbacterium caowuchunii	19	1.67835876145960e-03	1.11659474616938e-03
Bradyrhizobium sp. th.b2	24	2.28374028044686e-04	3.16795753223967e-04
Corynebacterium sp. HMSC28B08	1	1.66683057167288e-04	0.00000000000000e+00
Romboutsia sp. 1001713B170131_170501_G6	1	1.15036700158452e-04	0.00000000000000e+00
Diaminobutyricibacter tongyongensis	29	9.61096260140587e-03	5.46688120518701e-03
Cryobacterium arcticum	23	1.37570856804280e-03	1.32841775324937e-03
Faecalibacterium sp. Marseille-Q0746	1	1.66027231233043e-02	0.00000000000000e+00
Shewanella sp. MR-4	1	1.00585609418032e-03	0.00000000000000e+00
Rhizorhabdus dicambivorans	15	1.68633289296891e-04	1.35631030823597e-04
Oceanidesulfovibrio indonesiensis	1	1.02900031590310e-03	0.00000000000000e+00
Stenotrophomonas sp. MYb238	27	1.61859719641147e-04	1.32146675407553e-04
Pseudarthrobacter phenanthrenivorans	2	1.33177936827728e-04	1.30748403296942e-05
Weissella jogaejeotgali	5	2.16337345955839e-04	1.39869514331932e-04
Delftia sp. HK171	23	1.09844193879363e-03	4.21674372272177e-03
Microbacterium sp. MYb45	1	4.64014277533714e-05	0.00000000000000e+00
Pseudomonas phytophila	1	1.55851434308543e-04	0.00000000000000e+00
Rhodococcus sp. IC4_135	6	9.39045235012268e-05	3.70036974802254e-05
Acinetobacter sp. SM1B	11	3.02681632431754e-04	4.30180825012837e-04
Sphingomonas sp. J315	7	1.07564842573375e-04	2.73837973428284e-05
Nostoc sp. 'Peltigera membranacea cyanobiont' 232	1	1.68899632406840e-04	0.00000000000000e+00
Clostridium algidicarnis	3	6.79071236593832e-05	2.38150812085004e-05
Nocardioides halotolerans	8	1.38187769334002e-04	6.68558297299753e-05
Parapedobacter lycopersici	2	5.68169682541535e-04	3.77389734048305e-04
Actinomyces graevenitzii	47	8.13469505515208e-03	4.81878622497226e-02
Bradyrhizobium genosp. L	79	6.42070091538861e-04	4.04974347735584e-04
Streptomyces alni	27	1.39734036649411e-04	8.54783887059019e-05
Prosthecomicrobium hirschii	6	2.81128924429501e-04	3.88607057208874e-04
Candidatus Phytoplasma ziziphi	1	3.51044179155678e-05	0.00000000000000e+00
Nostoc sp. CHAB 5844	1	4.07378853167422e-05	0.00000000000000e+00
Pauljensenia hongkongensis	24	1.98458335849306e-03	8.30096800093525e-03
Brevibacterium sp. 'Marine'	2	8.99135284635506e-05	1.22174653619160e-05
Leptotrichia hongkongensis	8	2.87776747183360e-03	6.80783613907189e-03
Actinobaculum suis	1	1.68899632406840e-04	0.00000000000000e+00
Virgibacillus oceani	1	2.31895565368345e-04	0.00000000000000e+00
Nitrosomonas stercoris	34	2.14982462041746e-04	2.20235616303178e-04
Aquisalinus flavus	13	1.10220410963087e-04	5.08418084832880e-05
Citrobacter farmeri	21	1.64902516645029e-03	3.23221956492893e-03
Prevotellamassilia timonensis	4	2.28210416778069e-04	5.60008673942107e-05
